mu_a,mu_b,a__G. bulloides,a__G. ruber,a__N. incompta,a__N. pachyderma,a__T. sacculifer,b__G. bulloides,b__G. ruber,b__N. incompta,b__N. pachyderma,b__T. sacculifer,sigma_a,sigma_b,sigma_m,sigma_d,tau__G. bulloides,tau__G. ruber,tau__N. incompta,tau__N. pachyderma,tau__T. sacculifer
3.02389250510447,-0.0833225420902546,4.028153390333073,2.6834452454956317,2.7770018212398457,3.971380842084444,1.9258011986327612,-0.2297891653554956,-0.1847354658126079,-0.13052271605388727,-0.18358747514595583,-0.13990228790994594,0.8512120492061593,0.12044524748441955,0.48993562438710847,0.07328918812707536,0.5621180804849714,0.4099444215237657,0.5008025659870928,0.4964401367501388,0.4070060475741659
3.310606336707162,-0.06568945521264735,3.9912658261014604,2.520528176837934,3.1300458267639626,3.94116285465221,1.852536743561396,-0.22722109152250158,-0.17865110793461997,-0.15406590857776256,-0.18311027025752552,-0.13821532271831377,0.8368821289892138,0.12815129759929697,0.4425513489344651,0.06194977419029203,0.5773239298680505,0.3809630128216296,0.48602213370958813,0.43714936645693586,0.4041425595035083
2.6989763730494967,-0.11741797628220944,3.9419313534959484,2.6213905522238035,2.659155508362544,3.93630394459047,1.8641352598962626,-0.2258157842059696,-0.18238187751389667,-0.1278382536653654,-0.18257110517184091,-0.13956599439435327,1.1103542425207744,0.08615736412494163,0.5115288143638435,0.06269409434494361,0.5647171444590738,0.42565962140208763,0.5094316420571785,0.49888430232459197,0.4207811809639861
3.1458553756493663,-0.17502093314358594,3.9653394791555994,2.467057662513035,3.178721881823992,3.9176735886943126,1.9310933814482072,-0.22118848144374256,-0.17588275354196764,-0.1615105274786205,-0.18125370939709365,-0.14214640814941376,0.7921939191064667,0.04416429833804523,0.5442215487322877,0.3099720758640807,0.6086932957747939,0.3868806624238573,0.5054611986989809,0.46630628256059153,0.38031388857655773
3.0661832893114918,-0.1791678151084485,4.0157477285916094,2.6404237854193204,2.8507592902352044,3.9989269321471514,2.0388918286646303,-0.22431691024297454,-0.18188605407946296,-0.14208867270831152,-0.1942960855187498,-0.14330791659113626,0.8149948372177027,0.027294472040693317,0.5128977533978174,0.08456002568964599,0.5784023986748428,0.4132536681203089,0.48276677660492884,0.47262949858914766,0.3924999818943621
3.0482484397866716,-0.16594274006789242,3.846303071786002,2.45004110976229,2.8055500682386887,3.9266387097053856,1.9345226589821005,-0.21450803748991784,-0.17445425161115038,-0.13218449381262287,-0.18578725755542874,-0.14411298576849296,0.8531661892131575,0.06002817751036026,0.4685934424554746,0.07794974817093588,0.5991823007942572,0.4164485101486224,0.5431279287412323,0.47820661876898923,0.42189099406422786
3.065028505399463,-0.18526380953163357,3.95464172422258,2.7147432527340416,2.954383686757424,4.033364440207251,2.4174902189129512,-0.2218739876754587,-0.18562678704525404,-0.14780342646021005,-0.20034108177499094,-0.16108803044678852,0.6646433127271106,0.024480117452628514,0.4812728749445306,0.06880755220446376,0.5673646473080162,0.39610945436841427,0.4762067674658787,0.4714177727495568,0.4102520283474825
3.4446929978980765,-0.174278933748363,4.031395567977296,2.5190388082727253,2.823685357294119,3.934352538255783,2.13610808708535,-0.22724442065198733,-0.17768980488904074,-0.13643509326489553,-0.18467239973572552,-0.14945114235613358,0.662692741156638,0.04701916797121088,0.4635569180197198,0.06268151861667605,0.5644013624858936,0.4024947505846004,0.5194767182294472,0.4710058923150286,0.41112143968402975
2.937020499777093,-0.18139834195874838,3.915748996764002,2.4939198113608145,2.890033832477126,4.0137246165526586,2.1533912795988615,-0.22377800382475063,-0.17614056032081088,-0.1418887247722048,-0.18701064946005375,-0.15160230986133466,0.7298499033869346,0.031492983981367406,0.48208830313699935,0.07595460625597623,0.5711048259508265,0.3995360039935458,0.5305779778477172,0.49872878410482396,0.39723212373576267
3.191678601986089,-0.1688965419590521,3.9137106913350492,2.6465942870475847,2.873548311374784,3.906071157821017,1.8669203544033899,-0.22378927919087666,-0.18310031725155218,-0.14169714695863275,-0.17868263584273375,-0.1403907711510064,0.9684165339178797,0.04156068624269968,0.4592073883117209,0.08512777708387159,0.5682798039882415,0.40112157976046625,0.48661801850839315,0.4647765223146234,0.4199065364005235
3.073611726767494,-0.17198825250576422,3.9035566939662387,2.424438277863366,3.0982509853463926,3.9477419432042984,1.8823221880186205,-0.2187303332305022,-0.17518716794021816,-0.1532129519993374,-0.18461468228131853,-0.13914176297776717,0.6995285172514812,0.03472048636459951,0.4902947104200509,0.07084220375974179,0.5796697811073527,0.4083257849978303,0.5260497088332626,0.5056672787809514,0.40672317708981215
2.6524103861002417,-0.18185597640372156,3.943080438761593,2.7221262026794615,2.980012353836601,4.068441176528082,1.986867130117547,-0.21994365738106306,-0.18685740102714932,-0.144208588886432,-0.1931756781522014,-0.14321297537067018,1.1203169313407326,0.02748663759098005,0.5073519772903796,0.11345384163552831,0.5859756506403132,0.4043322434469719,0.5270874611261885,0.48413307601257943,0.3943637499658482
3.5463809285722894,-0.17151627407521047,3.9165822979658564,2.674784919092989,2.9347500684114323,4.035309970473454,1.9477242848443146,-0.21795776178555273,-0.18355514125329062,-0.14006839379252756,-0.1909037046448841,-0.14100676966230027,0.8166916852518815,0.03967585499154786,0.42889454717765074,0.04832064063434037,0.552700084224834,0.39276938085263813,0.4793443433733292,0.4579930271580803,0.41264896710538745
3.3235192234111035,-0.16949340050308603,3.8714082904585028,2.3954082916705253,2.8625523611179173,4.0126326806668615,2.1028584748854375,-0.2187902037509764,-0.17282565831378507,-0.1402114636367499,-0.19302924088027618,-0.149399126333026,1.0466285026362723,0.021151393702767387,0.4478604962133547,0.06100462690299137,0.5572580321407132,0.38746924155748347,0.46310646095991403,0.45554172227028944,0.38333184372748946
2.8624524422256665,-0.1915049296527889,4.005222320675832,2.55410019374399,2.945257159850132,3.970588468141643,1.9028298104924442,-0.22914224343173528,-0.17904200608678517,-0.1426247194407888,-0.18624668220218663,-0.13966881368696402,0.5541253432146229,0.08346114610837778,0.45643314858633927,0.08470047357964006,0.5831109278398474,0.4120957306054794,0.5064472308076716,0.4748191844913493,0.45079003996027817
3.3326709962023013,-0.18165039937472607,3.9118331102723105,2.5284615155988655,2.976941638785327,3.946992245907405,1.8296828093472826,-0.21636251673412055,-0.1769621672885481,-0.15112734036102843,-0.17961014362877661,-0.13763021926357913,1.2961643675727608,0.025114186687980922,0.38070374429039633,0.1682487483558911,0.5778188050571301,0.39652963397572033,0.515509553989974,0.4824442455661589,0.3844496477966244
3.0337089983876684,-0.1849491075102184,3.8254352245044374,2.589452892614107,2.9617712451411626,3.974107961723816,1.806730019710773,-0.21723127873273762,-0.1807113896364137,-0.14711998758216066,-0.19002465166784147,-0.13810913043334525,0.94294761619763,0.025795977256892498,0.40179693328144894,0.08260059590889965,0.5870256824913457,0.39475366341487983,0.5516053866847963,0.4714754318052697,0.3947610195102747
3.3607631380585876,-0.19943058976075614,3.810091665324518,2.5835869363688486,2.865624186060088,3.9831147043068547,1.9187199821554835,-0.21128035758724803,-0.17986602191633427,-0.14693122453874566,-0.1818499712168221,-0.14050399698717644,0.7626038907119713,0.07254324784087303,0.43717867324792015,0.08365069310773338,0.5696438845701695,0.3952650395425857,0.514316862021346,0.46317719678295366,0.42135665257071686
2.7978188390453687,-0.17589357559544666,3.8454117405619623,2.601784266914066,2.8306747602940554,3.961163659025184,1.8581139617966103,-0.2170380037603777,-0.17897498754421642,-0.12964068561375128,-0.18879198549180862,-0.13953309585073184,0.6662823436464732,0.04645936251407462,0.49824714388581676,0.12703047051767852,0.6066857458979211,0.3922339307190201,0.4917116161876338,0.45499071828067084,0.3805068692322741
3.310061946567777,-0.16931847810474826,3.8276891962975848,2.5507058796718547,2.9285796763907666,3.9626441016481926,2.0835756317311813,-0.21755200669569993,-0.1803625147245393,-0.149831660988283,-0.1916134562739147,-0.1468665295224096,0.9088207597764806,0.05342204873266339,0.46589339339513025,0.0706042352584468,0.5510272997462392,0.40706277869423246,0.5178510301122587,0.510485817227198,0.4204183531553674
3.927954758749368,-0.1867540952714065,4.060737329486323,2.6300455628901713,3.0568172687314674,3.975643370750555,1.9455641767203267,-0.22773457820253787,-0.18202776619426392,-0.15845742126625903,-0.1796254153174227,-0.141703051088424,1.1190080162826812,0.03212403790623229,0.4739805121517447,0.12909535354103935,0.621385414712865,0.3987984429513423,0.4941430819954946,0.45100432613204144,0.40866391602617547
2.521015873953835,-0.19669663151021927,4.069528437755002,2.4907489195754,3.1333543509767785,3.979541274260227,2.110305053086438,-0.23210514483803066,-0.1767227270702972,-0.1614851281129572,-0.18461399872290007,-0.14819864366347948,0.8098048914562301,0.045217383772075403,0.47870571677209406,0.08406543002937608,0.559458777299365,0.39980140112140533,0.517686367148628,0.4995837221857626,0.3935008226273273
3.6259219902792292,-0.20655386376612717,4.003341306132344,2.532540614450536,2.996445106576213,3.965510941318067,1.932598569251251,-0.22474483826352712,-0.17793251655671052,-0.1518188579677649,-0.18791582123873501,-0.14254672843770816,0.9196958663887552,0.05414552382866886,0.5017812322315657,0.09792257040202751,0.5801744873589703,0.4017475643523014,0.5929311576497903,0.48980773626096913,0.39566746204868186
2.67632256468578,-0.1669088797876486,3.880896376225706,2.4061843296490872,3.0344572567974275,3.949632468394085,2.003053951347177,-0.2169940131552052,-0.17215386282287204,-0.14984771151167908,-0.18525184643244091,-0.14494672603683917,0.6908018633117703,0.03707756943339465,0.46466884718353196,0.09490188204397086,0.5900345180554369,0.415096273383368,0.5003930830556991,0.4653588611397899,0.4147776681951673
3.2412279013301273,-0.17983467131416306,4.05781524358907,2.706896123498992,3.062689476883972,3.979446649596981,1.9647805948386694,-0.2271254141044567,-0.1846592925361509,-0.15480294667729944,-0.18608144963764925,-0.14304136333333234,0.7227220878880588,0.06222291880239997,0.4722653228746815,0.09967834804349514,0.557306068005402,0.3947790740087846,0.5290275621908934,0.4977002794838714,0.3988443574351244
2.9401403076187194,-0.1723088039741178,3.826770287551521,2.4758726446892694,3.1712724516675066,3.9711551273029597,1.938064933321292,-0.21525792890606169,-0.17600718181059472,-0.16488095980302245,-0.18486986249284493,-0.14288556464345764,0.6826294347131507,0.024658190310218743,0.4981280241596965,0.07937635985736195,0.5956794807930176,0.40799027968347945,0.4804909256730276,0.46770106112722315,0.39653861414214103
2.753997797189272,-0.1718830258694696,4.09571555868584,2.5849082697633228,2.976375697232909,3.9802908694935035,2.092613586770677,-0.22915183416721316,-0.1813348111604651,-0.15081883825473388,-0.18626440311636944,-0.14748892049408416,0.951421992376372,0.0325386085455371,0.4966794156496573,0.06054950324806836,0.5707246653104313,0.39483829126215914,0.5197252294199808,0.5008143290625918,0.4044251524011982
3.766618768090334,-0.09587660938243103,3.9121533911539768,2.6141740195826006,3.0673830063902026,3.9558203933554363,1.9138915736701954,-0.2231259280476034,-0.18084908916407155,-0.15279422560928999,-0.18730469479177655,-0.14051675184490117,0.9080166064709916,0.17103392733402,0.425137884427026,0.08893496830836733,0.5865189210578429,0.40378266357260817,0.4948100500969193,0.44522149039013176,0.3984697375729409
2.5238384002107637,-0.12618123998066014,4.078492381144509,2.5362284823920422,3.0001475089575136,4.000374785516327,2.020006508384716,-0.2308084509851662,-0.1784563371270647,-0.1460733472747947,-0.18477810652993418,-0.14482564569964995,0.7668256612823287,0.05383326625706986,0.5370645323012877,0.14463869473648086,0.5940339473994418,0.4010971202577636,0.4723031199906833,0.5324964072275956,0.4106895309064351
3.871469639325435,-0.21396824502771158,3.989396515542376,2.7768558714453153,3.1001422446808236,4.004362646742237,1.8753253184717802,-0.22615449694450487,-0.18667622531078562,-0.1612898883554155,-0.18561433184527854,-0.14005289432166373,1.240279118540562,0.055167102335213804,0.4469176777605164,0.05097107800498633,0.5700862659695434,0.4016467361560841,0.5493842811879238,0.4347632481064017,0.39628733811363814
3.733579948582999,-0.20257883732668036,4.0436036359903165,2.7380776282375527,3.1932177772166574,4.0419936302402935,1.7995636195302454,-0.2276141634346917,-0.1867863129515412,-0.16516522380171642,-0.1973427265878615,-0.1371923151095487,1.8369555166259837,0.04479831509889014,0.456496677605329,0.05913272274197482,0.5915242198066082,0.3901506168924751,0.4770551404741226,0.42643495377660956,0.4172206034333429
2.4364071643300016,-0.16547265053633944,3.944647234707233,2.6759618390462943,3.1282059343888093,3.9263878948858424,1.8943791522105546,-0.22466347950818488,-0.1835764351220856,-0.16027624000156873,-0.17724590850693528,-0.13906402655054362,0.9728013786406221,0.026139549173275194,0.4699389000655733,0.08752369035793271,0.5641393388886856,0.3793282085469683,0.44279052723338846,0.4578506455731693,0.40648444598183997
3.6063710318237248,-0.17409575088939705,3.9574664286079546,2.401238575735706,2.8577979683724433,4.007282083707801,1.8056861036033802,-0.22103724042770756,-0.17409511785161644,-0.14602444664714068,-0.1910633788939875,-0.13677887969862781,1.0106217771690296,0.05095269482148068,0.512347567511306,0.1898905102821082,0.5715043783517556,0.426905548653151,0.6114961794427448,0.4914917394521537,0.39824782197406444
2.374113535395661,-0.16969708750870116,4.068056396251676,2.594773576198435,2.9362432485756234,3.922252472662696,1.5544156323750933,-0.23118951274094862,-0.1797863557107942,-0.15996460516848227,-0.17934107245398698,-0.12678013532569474,0.9780857152086232,0.0322271312614908,0.6160075756740717,0.14652646261648117,0.5914801426603333,0.3857465614222715,0.524325307975036,0.46144049146771854,0.4104861602747451
3.671960775602287,-0.18084884417196465,3.8886308598261725,2.53281344242359,3.056023099372443,4.022686596379492,2.366068950394837,-0.2181090305098887,-0.17820936388594807,-0.15970662645647424,-0.1910081526493021,-0.1589114940687058,0.6625053444847729,0.026129066666571867,0.6498178719894492,0.3452978890260672,0.619411361320152,0.4161503684235569,0.5837019637793268,0.48914221503807903,0.3773454943246744
3.203182846866869,-0.17751542720711025,3.8971877632172394,2.573349873888494,2.974957036440053,3.922555870287548,1.8879933716812076,-0.219126168941838,-0.18000688595147832,-0.14567670265707908,-0.1798115181397804,-0.14124116606288067,0.9640715348321949,0.044544026052618764,0.45458240805880235,0.053990372730438045,0.5583819958983008,0.3826162763002767,0.45953405660672164,0.4723424700814442,0.4405172848353292
3.5947480745060845,-0.23002665891903346,4.002424803505127,2.2956271316739563,2.9777862594556823,4.012588151489397,1.8679579625947254,-0.22631884441935318,-0.16880672363197452,-0.15622441447288876,-0.19188602811551017,-0.14070087243990434,1.453167643191677,0.1414063314931591,0.5751266770144516,0.20366925368278777,0.6099134075360969,0.4209204571829759,0.5716215037967485,0.4820718419797442,0.4020343815491046
3.651699448471739,-0.1352618991442993,3.9594811248909485,2.806118429910849,3.0189421495464663,3.890126998858986,2.098070002503829,-0.22101389683493677,-0.18889373005462246,-0.14961978992834304,-0.17256541244268772,-0.14604458322126457,1.126891360674547,0.04191243988493617,0.4435865656327981,0.11910999523058037,0.5541760072978426,0.3884570211458362,0.4764143423924562,0.46003971303791164,0.3989014250691893
2.9669941190864506,-0.18694363393010613,4.000007400888748,2.7576149603570097,2.84955353996149,4.006090820495264,1.8528373031301035,-0.2235827568118399,-0.1865558908401124,-0.1372362447629538,-0.18680419431230194,-0.1386815236992855,0.6398313466085441,0.04323582192526527,0.39259367344702795,0.09399444694016876,0.5782533032846574,0.3971782445786085,0.5352674627825147,0.43181471127087234,0.4386739081959281
3.0475321858095623,-0.1881136308955917,3.9247940062685918,2.6608464311275313,3.1337577870355044,3.92426184476585,1.806809580129418,-0.2246835363092429,-0.18284159243947343,-0.15670082969391774,-0.18150643319071322,-0.1364367436953532,1.1869650042408018,0.0480418889165283,0.5157712971633732,0.13866140647959735,0.5792397331739051,0.4076592150796529,0.5089292276146743,0.5260852093616986,0.3744702303956697
3.197913588478714,-0.1959824581005855,4.044625940976761,2.5034051207602803,3.0259579431584958,4.013597471216305,2.003700846668173,-0.23343968837361345,-0.17813407736803694,-0.14878308168690269,-0.195016754856781,-0.1447539766535138,0.570847576649558,0.04339514433537999,0.5002177727608662,0.09261735622404607,0.6146946286627585,0.37659168794939074,0.5499387582572037,0.47459031939909835,0.4285762106197595
2.9071084739800854,-0.17529168827039276,4.095403643371501,2.6443942382022745,3.029621570366272,4.029637428816737,2.071151773495305,-0.22778587491059668,-0.18223721822604458,-0.1551064246360362,-0.19002444346051614,-0.14728673554849758,1.345065617749608,0.04307787038303258,0.5409359435616031,0.10998315040577532,0.607443751769894,0.38536390738306525,0.5775176224612067,0.45836682629096376,0.40009095106527454
2.065456743854131,-0.15634500733957593,3.858141411764999,2.3719132184089196,3.071429219017259,4.089514602766423,1.88577433399515,-0.2139069127985915,-0.17183441384144663,-0.15818851153731125,-0.19796274665899688,-0.1390128572418278,1.3028986964541902,0.05322969769064512,0.4791836728624714,0.08229648368018935,0.5712113302226766,0.424580855961451,0.4878453008079627,0.5109474775919158,0.41489862161158775
2.615226902121836,-0.15809446933927507,3.848553296828557,2.2367597294144907,3.0943682856620884,3.9278066477419302,2.0899466689832953,-0.2188344924674197,-0.16601887187673334,-0.15882186096851578,-0.18255423271089705,-0.14746382610335418,1.2641897949621628,0.02991042877814357,0.4272988173029985,0.08862576605737311,0.5665670959718246,0.4081606388866398,0.5361020687942714,0.4965049144066817,0.40116737777884187
3.336584485394644,-0.18381104363587142,3.999561348887319,2.729029635186002,3.0168563791591905,3.960815673867885,2.0608127635562017,-0.2219862777106186,-0.18504737966357712,-0.15529855600454856,-0.18241921485503118,-0.14638150053023333,0.4818807926879683,0.029756232165717565,0.5064911173879935,0.09533070653443977,0.6014079507060642,0.40321902754893835,0.4856436315856914,0.46440883115422665,0.41069512063685987
2.4965523503150804,-0.15946236243570472,3.9489206822676124,2.5166659455342892,2.898520100268156,4.007310177543685,1.918326983336463,-0.2258976170765944,-0.17808549534442164,-0.14778523728139806,-0.19004294684510914,-0.1404285366730102,1.3282343703690234,0.06062922077316136,0.44894709034190794,0.08920019079131224,0.5724882865235033,0.4010982100550997,0.5262640915343519,0.4902025214384826,0.40632356873928505
4.172680491435134,-0.17836882215985556,4.062454438747791,2.527054158216933,3.016315313252225,3.961160792902048,1.7089012660605392,-0.23317018779919943,-0.17719711472224514,-0.15842210334862536,-0.1861789689054606,-0.13197857878934088,0.9797060364588771,0.02599408721520544,0.5642970881961384,0.14154352433461853,0.5921722539625981,0.39323064296009425,0.5612384962421391,0.4655635794375889,0.3902260903429529
